fighter_f_name,fighter_l_name,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_SLpM,fighter_Str. Acc.,fighter_SApM,fighter_Str. Def,fighter_TD Avg.,fighter_TD Acc.,fighter_TD Def.,fighter_Sub. Avg.,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url
Anthony,Lapsley,The Recipe,175.26,170,NULL,Southpaw,1980-02-13,0.53,34%,0.58,66%,0.00,0%,20%,0.0,23,7,0,2,http://ufcstats.com/fighter-details/f3a853544e4413c4
TJ,Laramie,NULL,167.64000000000001,145,167.64,Orthodox,1997-10-15,1.49,50%,2.64,38%,1.44,33%,40%,0.0,12,5,0,NULL,http://ufcstats.com/fighter-details/cd2e5a390821fb48
Icho,Larenas,NULL,190.5,235,NULL,Orthodox,1980-03-12,0.17,15%,2.50,28%,0.00,0%,14%,0.0,6,5,0,NULL,http://ufcstats.com/fighter-details/49efbdc6c9f650c4
Lorenz,Larkin,The Monsoon,180.34,170,182.88,Orthodox,1986-09-03,3.53,46%,2.74,63%,0.27,42%,79%,0.1,18,6,0,1,http://ufcstats.com/fighter-details/9450848a71d53776
Jeremy,Larsen,NULL,177.8,145,177.8,Orthodox,1984-05-18,4.87,48%,5.75,57%,2.49,33%,0%,0.0,8,5,0,NULL,http://ufcstats.com/fighter-details/c3bd649a9194e50c
Brock,Larson,NULL,180.34,170,180.34,Southpaw,1977-08-23,1.39,46%,1.50,55%,2.67,34%,43%,2.0,42,10,0,NULL,http://ufcstats.com/fighter-details/5eedbf1e9601be35
Ryan,Larson,NULL,NULL,170,NULL,,1980-12-30,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,2,0,NULL,http://ufcstats.com/fighter-details/7107e53ebd7435fb
Bobby,Lashley,NULL,190.5,255,198.12,Orthodox,1976-07-16,3.10,63%,0.76,63%,11.47,70%,0%,0.0,15,2,0,NULL,http://ufcstats.com/fighter-details/b0826525fa17231d
Ilir,Latifi,The Sledgehammer,177.8,230,185.42,Orthodox,1982-07-28,2.05,45%,2.93,56%,2.11,35%,100%,0.3,17,9,0,1,http://ufcstats.com/fighter-details/e9a3aeb207578eea
Sione,Latu,NULL,182.88,215,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,0,0,NULL,http://ufcstats.com/fighter-details/5898357a45a73674
Phillip,Latu,The Doctor,190.5,205,193.04,Orthodox,1991-02-17,3.40,51%,7.07,31%,0.00,0%,100%,0.0,6,2,0,NULL,http://ufcstats.com/fighter-details/09224b76d27007ee
Jenel,Lausa,NULL,165.1,125,172.72,Orthodox,1988-08-01,1.44,42%,3.53,53%,0.55,66%,51%,0.8,7,5,0,NULL,http://ufcstats.com/fighter-details/ec664422b22d9787
Joe,Lauzon,NULL,177.8,155,180.34,Orthodox,1984-05-22,2.84,39%,5.39,54%,2.39,45%,54%,2.0,28,16,0,NULL,http://ufcstats.com/fighter-details/3bad7ef643840f67
Dan,Lauzon,The Upgrade,177.8,155,NULL,Orthodox,1988-03-30,1.34,25%,4.09,61%,1.63,33%,80%,2.7,17,6,0,NULL,http://ufcstats.com/fighter-details/4c8d6fde2dde07c4
Sandra,Lavado,Peruvian Zombie,170.18,115,167.64,Orthodox,1994-05-03,0.87,37%,2.67,34%,0.00,0%,33%,0.0,10,3,0,NULL,http://ufcstats.com/fighter-details/aa6da8cb3a26da04
Chatt,Lavender,NULL,172.72,170,NULL,,1976-05-24,0.00,0%,0.00,0%,0.00,0%,0%,0.0,9,7,0,NULL,http://ufcstats.com/fighter-details/5449dcccd972ff83
Muhammed,Lawal,King Mo,182.88,205,198.12,Southpaw,1981-01-11,3.79,52%,1.61,66%,5.96,75%,87%,0.0,21,6,0,1,http://ufcstats.com/fighter-details/a571770c4016736f
Robbie,Lawler,Ruthless,180.34,170,187.96,Southpaw,1982-03-20,3.85,47%,4.67,59%,0.65,64%,65%,0.0,30,16,0,1,http://ufcstats.com/fighter-details/f2925e6db404bf1d
Tom,Lawlor,Filthy,182.88,205,187.96,Southpaw,1983-05-15,2.50,42%,2.41,60%,2.46,32%,57%,1.4,10,6,0,1,http://ufcstats.com/fighter-details/4d44f37107f01b9b
Justin,Lawrence,The American Kidd,172.72,145,170.18,Orthodox,1990-05-15,3.84,35%,2.83,67%,0.72,28%,73%,0.0,10,4,0,NULL,http://ufcstats.com/fighter-details/879f6cae48d25baa
Lance,Lawrence,NULL,185.42,145,187.96,Orthodox,1993-06-26,5.87,50%,9.80,24%,1.00,100%,50%,0.0,4,1,0,NULL,http://ufcstats.com/fighter-details/ce039df1994b18f0
Ronnie,Lawrence,The Heat,172.72,135,172.72,Switch,1992-06-13,2.78,56%,1.75,52%,6.75,77%,45%,0.2,8,2,0,1,http://ufcstats.com/fighter-details/e7e01e266a9d4342
Eric,Lawson,NULL,182.88,185,NULL,Orthodox,NULL,1.58,57%,1.97,44%,8.88,42%,0%,3.0,9,5,0,NULL,http://ufcstats.com/fighter-details/38e5d9dcb0fddc42
Jimmy,Lawson,Greedy,182.88,265,195.58,Orthodox,1991-11-13,0.07,8%,1.60,44%,0.00,0%,0%,0.0,4,2,0,NULL,http://ufcstats.com/fighter-details/e43eefb10d440cb0
Valmir,Lazaro,Bidu,182.88,155,185.42,Orthodox,1985-08-15,4.87,37%,4.09,61%,1.33,40%,96%,0.0,15,5,0,NULL,http://ufcstats.com/fighter-details/777dea713da2441d
Zviad,Lazishvili,NULL,167.64000000000001,135,175.26,Orthodox,1991-10-25,4.20,39%,6.13,51%,0.00,0%,0%,0.0,13,1,0,NULL,http://ufcstats.com/fighter-details/41498c2d1a87b154
Mounir,Lazzez,The Sniper,185.42,170,193.04,Orthodox,1987-11-16,7.49,55%,5.42,53%,1.80,57%,71%,0.0,11,3,0,NULL,http://ufcstats.com/fighter-details/49ee5024966efc0d
Cung,Le,NULL,175.26,185,177.8,Southpaw,1972-05-25,4.36,48%,2.98,66%,1.37,71%,88%,0.3,9,3,0,NULL,http://ufcstats.com/fighter-details/d4f364dd076bb0e2
Thanh,Le,NULL,175.26,145,187.96,Orthodox,1985-08-28,1.97,40%,1.82,70%,0.00,0%,100%,0.0,6,1,0,NULL,http://ufcstats.com/fighter-details/882b3f5a0774d575
Quang,Le,Bang,167.64000000000001,135,177.8,Orthodox,1991-10-18,1.07,23%,3.93,24%,2.00,18%,0%,0.0,8,1,0,NULL,http://ufcstats.com/fighter-details/32feae6d9a1e5047
Carlos,Leal,The Lion,180.34,170,187.96,Orthodox,1994-05-04,7.13,43%,7.27,50%,1.00,25%,89%,0.0,21,6,0,NULL,http://ufcstats.com/fighter-details/28d421729451c8ca
Jordan,Leavitt,The Monkey King,175.26,155,180.34,Southpaw,1995-06-02,2.55,61%,1.84,57%,2.19,25%,30%,1.1,11,3,0,NULL,http://ufcstats.com/fighter-details/ac026518a9b4dc0f
Jerome,LeBanner,NULL,190.5,265,NULL,Southpaw,1972-12-26,0.92,35%,1.03,37%,0.00,0%,50%,0.0,3,2,0,NULL,http://ufcstats.com/fighter-details/2d0b10789feafddb
Chris,Leben,The Crippler,180.34,185,185.42,Southpaw,1980-07-21,2.87,42%,2.87,52%,1.14,41%,53%,0.8,22,11,0,NULL,http://ufcstats.com/fighter-details/d43a048a880efdff
Mickael,Lebout,Ragnar,180.34,155,185.42,Orthodox,1987-08-16,2.60,34%,2.98,54%,0.00,0%,60%,0.0,16,7,1,1,http://ufcstats.com/fighter-details/c575ab451e3c5b1d
Stephen,Ledbetter,NULL,175.26,145,NULL,Orthodox,1982-06-30,1.20,38%,1.60,57%,5.00,45%,100%,0.0,8,3,0,NULL,http://ufcstats.com/fighter-details/56ec58954158966a
Justin,Ledet,El Blanco,193.04,205,203.2,Orthodox,1988-09-28,3.35,39%,4.82,49%,0.23,50%,42%,0.2,9,4,0,1,http://ufcstats.com/fighter-details/ba1e6cb3d43f7430
James,Lee,NULL,180.34,205,NULL,Southpaw,1973-09-22,1.40,42%,3.72,27%,13.95,50%,0%,7.0,15,3,0,1,http://ufcstats.com/fighter-details/863d06a7ef8bc98c
David,Lee,NULL,177.8,155,NULL,Orthodox,NULL,1.49,50%,3.31,42%,0.00,0%,50%,0.0,12,10,0,NULL,http://ufcstats.com/fighter-details/8caca5857ce0e30b
Jackie,Lee,NULL,NULL,NULL,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,0,1,0,NULL,http://ufcstats.com/fighter-details/4985113c0928aa62
Eun,Soo Lee,NULL,185.42,215,NULL,Orthodox,1982-03-07,0.00,0%,3.05,60%,0.00,0%,50%,0.0,17,4,0,1,http://ufcstats.com/fighter-details/39c568f8c579913e
Tae,Hyun Lee,NULL,198.12,295,NULL,Orthodox,1975-01-17,1.37,31%,3.89,54%,5.15,100%,0%,0.0,1,2,0,NULL,http://ufcstats.com/fighter-details/de99da2c0d18d34a
Tommy,Lee,NULL,170.18,145,NULL,Orthodox,1977-01-20,0.00,0%,0.30,75%,4.57,33%,0%,0.0,25,6,0,1,http://ufcstats.com/fighter-details/806975e1b4f47b27
Matt,Lee,NULL,180.34,155,NULL,Orthodox,NULL,0.00,0%,9.68,21%,0.00,0%,0%,0.0,14,10,1,NULL,http://ufcstats.com/fighter-details/d9e3743bae8d703d
Imani,Lee,NULL,NULL,NULL,NULL,Orthodox,NULL,0.00,0%,0.94,33%,0.00,0%,0%,0.0,2,4,0,NULL,http://ufcstats.com/fighter-details/0802be3516ef8f66
Vaughan,Lee,NULL,167.64000000000001,125,167.64,Orthodox,1982-10-15,3.47,47%,2.07,70%,0.81,33%,72%,1.0,14,13,1,NULL,http://ufcstats.com/fighter-details/8bb6f4479685bbcc
Kevin,Lee,The Motown Phenom,175.26,170,195.58,Orthodox,1992-09-04,3.88,42%,3.60,50%,3.18,43%,75%,0.8,18,8,0,NULL,http://ufcstats.com/fighter-details/ee9ebceabfd16fa7
Rocky,Lee,NULL,175.26,145,NULL,Orthodox,1987-04-08,2.47,51%,5.33,44%,1.00,10%,33%,0.0,3,2,0,NULL,http://ufcstats.com/fighter-details/0d1c163b206e8c5f
Andrea,Lee,KGB,167.64000000000001,125,175.26,Orthodox,1989-02-11,4.71,46%,3.83,62%,1.70,55%,54%,0.6,13,10,0,NULL,http://ufcstats.com/fighter-details/05fa626cb33d15b8
JeongYeong,Lee,Korean Tiger,177.8,145,185.42,Orthodox,1995-11-13,2.84,52%,2.81,50%,0.93,66%,76%,0.5,11,2,0,NULL,http://ufcstats.com/fighter-details/d008d785f6347dc2
JungHyun,Lee,The Phenom,165.1,125,165.1,Orthodox,2002-09-10,4.27,39%,6.20,38%,0.00,0%,64%,0.0,8,1,0,NULL,http://ufcstats.com/fighter-details/b6033505c245e28b
ChangHo,Lee,NULL,172.72,135,175.26,Orthodox,1994-05-09,4.90,70%,2.65,37%,3.24,30%,38%,0.0,10,1,0,NULL,http://ufcstats.com/fighter-details/117a06469813e4ef
Ricky,Legere Jr.,IE Bad Boy,172.72,170,NULL,,NULL,1.07,41%,1.53,60%,5.00,41%,0%,0.0,14,4,0,NULL,http://ufcstats.com/fighter-details/5817df778cc27274
Sherron,Leggett,Rob Roy,172.72,155,NULL,Southpaw,1978-10-27,2.86,51%,2.08,47%,5.19,80%,33%,0.0,21,6,0,NULL,http://ufcstats.com/fighter-details/4f670b7972fa0a2e
Cheyden,Leialoha,Steadfast,172.72,135,185.42,Orthodox,1994-03-15,1.87,28%,3.20,53%,2.00,33%,71%,0.0,6,0,0,NULL,http://ufcstats.com/fighter-details/98cbbc06074c68a4
Claudia,Leite,NULL,160.02,135,162.56,Orthodox,1996-11-04,1.27,47%,1.73,57%,1.00,25%,0%,1.0,8,3,0,NULL,http://ufcstats.com/fighter-details/90550a08f0b02b6f
Thales,Leites,NULL,185.42,185,198.12,Orthodox,1981-09-06,2.13,40%,2.99,52%,2.10,27%,30%,1.1,28,9,0,NULL,http://ufcstats.com/fighter-details/cfb65863d5099327
Stefan,Leko,Blitz,187.96,215,NULL,Orthodox,1974-06-03,2.40,43%,6.17,68%,0.00,0%,0%,0.0,0,3,0,NULL,http://ufcstats.com/fighter-details/d56bb6dff2ae77eb
Gabe,Lemley,NULL,172.72,155,NULL,Orthodox,NULL,0.82,35%,6.03,45%,0.00,0%,0%,0.0,13,9,0,NULL,http://ufcstats.com/fighter-details/fd4578cac86d75ca
Amanda,Lemos,NULL,162.56,115,165.1,Southpaw,1987-05-22,3.16,54%,3.87,44%,0.90,63%,61%,0.8,14,4,1,NULL,http://ufcstats.com/fighter-details/3df5493bb279226f
Giacomo,Lemos,NULL,190.5,247,190.5,Orthodox,1989-06-23,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,0,0,NULL,http://ufcstats.com/fighter-details/f37822d5b3e47517
Christophe,Leninger,NULL,182.88,200,NULL,Southpaw,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,4,0,NULL,http://ufcstats.com/fighter-details/7269329bd87eb479
Jesse,Lennox,The Ox,175.26,170,182.88,Orthodox,1982-03-10,2.69,32%,3.20,64%,1.22,66%,63%,0.3,14,4,0,NULL,http://ufcstats.com/fighter-details/3ae10ac4df3df05c
Jean,Francois Lenogue,NULL,182.88,185,NULL,Orthodox,1972-11-29,1.13,34%,0.27,60%,0.00,0%,33%,0.0,16,17,3,NULL,http://ufcstats.com/fighter-details/e60201cfab7d656d
Nik,Lentz,The Carny,172.72,145,172.72,Orthodox,1984-08-13,3.44,47%,3.25,50%,3.30,32%,43%,1.2,30,12,2,1,http://ufcstats.com/fighter-details/6fb1ba67bef41b37
Alberta,Cerra Leon,NULL,172.72,238,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,0,1,0,NULL,http://ufcstats.com/fighter-details/6e02c318762f52f1
Victoria,Leonardo,Fury,165.1,125,162.56,Orthodox,1990-02-16,3.22,38%,4.81,47%,1.57,27%,71%,0.0,9,7,0,NULL,http://ufcstats.com/fighter-details/9dedfdd91070ddd8
Anthony,Leone,NULL,167.64000000000001,135,NULL,Orthodox,1987-05-27,1.94,53%,2.52,56%,1.72,18%,0%,0.0,15,8,0,NULL,http://ufcstats.com/fighter-details/86b9b51a81e9c339
Chad,Leonhardt,The Boss,182.88,170,NULL,,1980-02-19,0.00,0%,0.00,0%,0.00,0%,0%,0.0,9,4,0,NULL,http://ufcstats.com/fighter-details/657d0ed181f04215
Kimo,Leopoldo,NULL,190.5,235,NULL,Orthodox,1968-01-05,0.76,83%,2.12,30%,4.55,100%,0%,2.3,10,7,1,NULL,http://ufcstats.com/fighter-details/08ae5cd9aef7ddd3
Michael,Lerma,NULL,NULL,NULL,NULL,,NULL,0.00,0%,6.47,45%,0.00,0%,0%,0.0,0,1,0,NULL,http://ufcstats.com/fighter-details/f1fd8ec1023c89b3
Lukasz,Les,NULL,NULL,170,NULL,,1981-11-05,0.00,0%,0.00,0%,0.00,0%,0%,0.0,8,3,0,NULL,http://ufcstats.com/fighter-details/5a8e30ed38a5bc6f
Brock,Lesnar,NULL,190.5,265,205.74,Orthodox,1977-07-12,3.53,72%,2.11,50%,3.90,55%,60%,0.5,5,3,0,1,http://ufcstats.com/fighter-details/513c6f1715e547a8
Frank,Lester,NULL,180.34,170,NULL,Orthodox,1984-06-10,2.18,36%,3.82,53%,0.00,0%,0%,0.0,11,6,0,1,http://ufcstats.com/fighter-details/edd8d5d8089a35f8
Valerie,Letourneau,Trouble,170.18,115,172.72,Orthodox,1983-04-29,4.51,37%,5.40,58%,0.77,45%,66%,0.3,8,6,0,NULL,http://ufcstats.com/fighter-details/46a2f24feb258ae0
Leah,Letson,Nidas,170.18,145,180.34,Southpaw,1992-08-21,3.06,41%,3.84,52%,0.51,50%,76%,0.0,5,3,0,NULL,http://ufcstats.com/fighter-details/8cb78f3a6c2a08f7
Justin,Levens,The Executioner,180.34,185,NULL,Orthodox,1980-04-18,1.24,47%,3.15,37%,1.69,50%,33%,5.1,10,7,0,NULL,http://ufcstats.com/fighter-details/8c3f3c43c8ceb778
Marcus,LeVesseur,The Prospect,175.26,155,177.8,Southpaw,1982-07-17,2.55,64%,3.70,37%,3.89,36%,83%,0.6,22,7,0,NULL,http://ufcstats.com/fighter-details/182f2b78582de3d8
David,Levicki,NULL,195.57999999999998,275,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,3,0,NULL,http://ufcstats.com/fighter-details/49590e0508b2c19f
Kyle,Levinton,NULL,NULL,NULL,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,0,3,0,NULL,http://ufcstats.com/fighter-details/81ddc98fceb30086
Natan,Levy,Lethal,175.26,155,180.34,Southpaw,1991-09-30,3.70,52%,3.19,58%,5.03,58%,41%,0.5,8,2,0,NULL,http://ufcstats.com/fighter-details/a29db9cd4f9ccea5
John,Lewis,NULL,182.88,155,NULL,Southpaw,NULL,0.00,0%,4.00,66%,0.00,0%,0%,0.0,3,4,3,NULL,http://ufcstats.com/fighter-details/4a01dc8376736ef5
Derrick,Lewis,The Black Beast,190.5,260,200.66,Orthodox,1985-02-07,2.48,50%,2.48,40%,0.57,26%,52%,0.0,28,12,0,1,http://ufcstats.com/fighter-details/d3df1add9d9a7efb
Bevon,Lewis,NULL,190.5,185,200.66,Orthodox,1991-05-05,3.73,43%,2.67,54%,0.00,0%,66%,0.0,7,3,0,NULL,http://ufcstats.com/fighter-details/899923ff6ab13917
Brandon,Lewis,NULL,162.56,135,177.8,Orthodox,1997-08-02,2.17,29%,3.63,53%,1.00,15%,20%,0.0,6,2,0,NULL,http://ufcstats.com/fighter-details/6623cb1c27025634
Malik,Lewis,Hard Knock,182.88,155,190.5,Orthodox,1996-03-04,4.16,45%,5.66,40%,3.98,40%,50%,0.0,6,2,0,NULL,http://ufcstats.com/fighter-details/f60dbe6e05489c4f
Chi,Lewis-Parry,Chopper,205.74,243,NULL,,1983-08-10,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,0,1,2,http://ufcstats.com/fighter-details/a307a10414d0ad00
Li,Jingliang,The Leech,182.88,170,180.34,Orthodox,1988-03-20,4.46,42%,3.95,56%,1.19,41%,60%,0.0,19,9,0,NULL,http://ufcstats.com/fighter-details/e64b96c07d7ce999
Li,Yunfeng,NULL,172.72,135,172.72,Orthodox,1999-03-08,0.53,29%,2.55,35%,0.00,0%,50%,0.0,9,5,0,NULL,http://ufcstats.com/fighter-details/4c7afd56ef1947ac
Liang,Na,The Dragon Girl,165.1,125,170.18,Orthodox,1996-07-27,1.99,42%,3.95,36%,3.60,58%,25%,0.5,19,8,0,NULL,http://ufcstats.com/fighter-details/ec0dcceace7d25a3
Jess,Liaudin,The Joker,175.26,170,182.88,Orthodox,NULL,2.46,51%,2.76,41%,3.28,53%,30%,1.6,20,11,0,NULL,http://ufcstats.com/fighter-details/a8aba6fd8a463043
Chuck,Liddell,The Iceman,187.96,205,193.04,Orthodox,1969-12-17,2.97,35%,2.71,56%,0.44,75%,81%,0.0,21,8,0,NULL,http://ufcstats.com/fighter-details/a390eb8a9b2df298
Rodrigo,Lidio,Dynamis,180.34,155,185.42,Orthodox,1989-07-07,0.97,50%,0.00,100%,0.00,0%,50%,0.0,12,3,0,NULL,http://ufcstats.com/fighter-details/11b5a809c3120e27
Sam,Liera,NULL,NULL,NULL,NULL,,NULL,0.82,60%,7.36,51%,0.00,0%,66%,0.0,12,10,0,NULL,http://ufcstats.com/fighter-details/421ccfc6ddb17958
Zach,Light,NULL,172.72,170,NULL,Orthodox,1974-02-06,0.81,33%,1.90,48%,1.36,100%,0%,0.0,9,11,0,NULL,http://ufcstats.com/fighter-details/5d7c18191b8aa432
Scott,Lighty,NULL,187.96,205,NULL,,1978-10-15,2.91,21%,4.24,49%,0.00,0%,0%,0.0,6,2,0,NULL,http://ufcstats.com/fighter-details/998c8890a8dde1eb
Chris,Liguori,NULL,175.26,185,NULL,Orthodox,NULL,0.29,33%,1.44,0%,0.00,0%,50%,0.0,15,10,0,NULL,http://ufcstats.com/fighter-details/0e31bfd26cc8c503
Donnie,Liles,NULL,175.26,170,NULL,Orthodox,NULL,2.25,41%,1.75,65%,2.50,28%,0%,1.2,17,7,0,NULL,http://ufcstats.com/fighter-details/a1bf037613180253
Jae,Suk Lim,NULL,175.26,170,NULL,Orthodox,1979-11-09,2.43,50%,4.05,37%,12.16,100%,100%,0.0,17,6,0,NULL,http://ufcstats.com/fighter-details/bbb15f301e4a490a
Hyun,Gyu Lim,The Ace,190.5,170,195.58,Orthodox,1985-01-16,4.45,41%,5.07,51%,0.23,100%,73%,0.2,13,7,1,NULL,http://ufcstats.com/fighter-details/203c957eac95dd87
Juliana,Lima,Ju Thai,165.1,115,165.1,Orthodox,1982-03-15,1.94,44%,2.11,55%,1.72,31%,70%,0.0,9,5,0,NULL,http://ufcstats.com/fighter-details/75a6a390fd5dca46
Dhiego,Lima,NULL,187.96,170,190.5,Orthodox,1989-01-31,3.12,39%,3.88,58%,1.26,34%,73%,0.6,17,9,0,NULL,http://ufcstats.com/fighter-details/e9213f53ddeca978
Douglas,Lima,The Phenom,185.42,170,NULL,,1988-01-05,1.92,36%,2.84,60%,0.60,100%,46%,0.0,29,6,0,NULL,http://ufcstats.com/fighter-details/264111bf62662fbf
Mabelly,Lima,NULL,157.48000000000002,135,NULL,Orthodox,1994-01-25,3.07,63%,5.67,44%,0.00,0%,100%,0.0,7,1,0,NULL,http://ufcstats.com/fighter-details/6135fd9665fbb74e
Andre,Lima,Mascote,170.18,125,170.18,Orthodox,1999-02-04,3.03,55%,2.48,57%,1.13,66%,73%,1.1,10,0,0,NULL,http://ufcstats.com/fighter-details/b1f21ce050035d58
Felipe,Lima,Jungle Boy,167.64000000000001,145,172.72,Orthodox,1998-05-07,3.29,52%,2.67,64%,1.33,50%,80%,1.3,13,1,0,NULL,http://ufcstats.com/fighter-details/9256f591b30c073e
Miguel,Linares,NULL,NULL,NULL,NULL,,NULL,6.51,50%,8.84,36%,0.00,0%,0%,0.0,2,4,0,NULL,http://ufcstats.com/fighter-details/18c49685296c60e6
Emiliano,Linares,Golden Bull,172.72,145,182.88,Orthodox,1997-04-21,1.17,28%,3.59,26%,0.00,0%,33%,0.0,8,2,0,NULL,http://ufcstats.com/fighter-details/a4ef92274a45143d
Matt,Lindland,The Law,182.88,185,187.96,Southpaw,1970-05-17,2.62,50%,1.56,52%,3.01,48%,60%,1.3,22,9,0,NULL,http://ufcstats.com/fighter-details/0e041d43a47d2e4b
Jake,Lindsey,The Librarian,180.34,155,NULL,Switch,1986-06-21,3.44,52%,4.01,46%,0.65,33%,50%,0.0,12,7,0,NULL,http://ufcstats.com/fighter-details/33e00249ef08d3a4
John,Lineker,Hands of Stone,160.02,135,170.18,Orthodox,1990-06-12,5.36,40%,4.27,56%,0.56,58%,67%,0.6,31,9,0,NULL,http://ufcstats.com/fighter-details/c268b2cfebccf652
Austin,Lingo,Lights Out,177.8,145,177.8,Orthodox,1994-07-10,3.86,37%,4.86,57%,0.43,66%,75%,0.0,9,3,0,NULL,http://ufcstats.com/fighter-details/305d73ede05e31ad
Lucio,Linhares,NULL,187.96,185,NULL,Orthodox,1973-12-08,0.99,22%,3.47,34%,1.86,50%,50%,1.9,19,8,0,NULL,http://ufcstats.com/fighter-details/a780d16cf7eed44d
Philipe,Lins,Monstro,187.96,205,198.12,Orthodox,1985-08-17,3.80,49%,3.59,46%,1.65,33%,100%,0.0,18,5,0,NULL,http://ufcstats.com/fighter-details/53c943c873cffe90
Tainara,Lisboa,Thai Panther,170.18,135,170.18,Orthodox,1991-03-02,2.05,50%,1.40,54%,2.05,40%,70%,0.5,7,2,0,NULL,http://ufcstats.com/fighter-details/2c5f5749569eef66
Dean,Lister,The Boogeyman,185.42,185,190.5,Orthodox,1976-02-13,1.26,35%,1.89,61%,1.58,15%,50%,1.1,13,7,0,NULL,http://ufcstats.com/fighter-details/68c6cd5287b473a7
Wesley,Little,NULL,193.04,205,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,4,8,0,NULL,http://ufcstats.com/fighter-details/008c6e1a25751575
James,Llontop,Goku,182.88,155,185.42,Orthodox,1999-08-02,5.57,41%,4.12,57%,0.00,0%,54%,0.0,14,5,0,NULL,http://ufcstats.com/fighter-details/93b2b7caa457cbea
Abner,Lloveras,Skullman,180.34,155,NULL,,1982-09-04,6.27,49%,6.87,43%,2.00,20%,0%,0.0,20,9,1,NULL,http://ufcstats.com/fighter-details/6448e57a9533b7e4
Brian,Lo-A-Njoe,NULL,170.18,155,NULL,Orthodox,NULL,3.87,42%,0.00,0%,0.00,0%,66%,0.0,6,10,3,NULL,http://ufcstats.com/fighter-details/7abce81b72fbbd9b
John,Lober,The Machine,180.34,199,NULL,Orthodox,1968-02-26,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,9,4,NULL,http://ufcstats.com/fighter-details/31652c9267606d54
Artem,Lobov,The Russian Hammer,175.26,145,165.1,Southpaw,1986-08-11,3.52,41%,4.82,50%,0.39,25%,52%,0.0,13,15,1,1,http://ufcstats.com/fighter-details/02f2a9702ba3d167
Dylan,Lockard,NULL,175.26,145,182.88,Orthodox,1992-05-19,1.31,53%,3.31,52%,2.31,40%,28%,1.2,6,2,0,NULL,http://ufcstats.com/fighter-details/9caa254991a5a698
Ryan,Loder,Man of Steel,187.96,185,193.04,Southpaw,1991-06-05,6.16,80%,0.15,50%,2.20,33%,100%,2.2,8,1,0,NULL,http://ufcstats.com/fighter-details/d5bab53a1a603aac
Sean,Loeffler,The Destroyer,190.5,185,NULL,Orthodox,1982-05-23,0.00,0%,0.00,0%,0.00,0%,0%,0.0,31,5,0,NULL,http://ufcstats.com/fighter-details/d3d1ff3f3dfa0931
Christian,Lohsen,Hollywood,187.96,155,195.58,Southpaw,1995-01-24,5.27,49%,6.93,44%,0.00,0%,0%,2.0,4,2,0,NULL,http://ufcstats.com/fighter-details/4ab36d70d1b28b58
David,Loiseau,The Crow,182.88,185,193.04,Orthodox,1979-12-17,1.59,44%,3.64,43%,0.43,42%,36%,0.1,23,11,0,NULL,http://ufcstats.com/fighter-details/22e47b53e4ceb27c
Hector,Lombard,NULL,175.26,185,180.34,Southpaw,1978-02-02,3.02,46%,3.35,53%,1.69,48%,77%,0.5,34,10,1,2,http://ufcstats.com/fighter-details/db1f2ed63b54b9a7
Michael,Lombardo,The Don,182.88,170,182.88,Orthodox,1990-04-03,1.47,62%,2.63,31%,2.50,21%,60%,0.0,11,2,0,1,http://ufcstats.com/fighter-details/6d6b9a6cb063b60d
Rocky,Long,NULL,NULL,145,NULL,,1978-02-18,0.00,0%,0.00,0%,0.00,0%,0%,0.0,21,37,1,NULL,http://ufcstats.com/fighter-details/10e04e5e81f391a0
Thomas,Longacre,NULL,175.26,145,NULL,Orthodox,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,1,0,NULL,http://ufcstats.com/fighter-details/989be26791d0aad4
Loma,Lookboonmee,NULL,154.94,115,154.94,Orthodox,1996-01-18,4.10,57%,2.48,53%,1.90,50%,72%,0.1,9,3,0,NULL,http://ufcstats.com/fighter-details/4e30e4250cb08b61
Ange,Loosa,The Last Ninja,177.8,170,187.96,Orthodox,1993-03-18,5.60,44%,6.68,53%,2.41,38%,83%,0.2,10,4,0,1,http://ufcstats.com/fighter-details/1497e735d9f2560a
Lucas,Lopes,NULL,187.96,185,NULL,,1979-10-05,0.00,0%,0.00,0%,0.00,0%,0%,0.0,29,19,0,NULL,http://ufcstats.com/fighter-details/1f70dd67ad507990
Dileno,Lopes,NULL,165.1,135,NULL,,1984-09-26,2.37,36%,3.33,53%,2.50,31%,100%,1.5,19,3,0,NULL,http://ufcstats.com/fighter-details/8270c00fae24c922
