fighter_id,fighter_detail_url,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time,head_strikes_att,head_strikes_succ,body_strikes_att,body_strikes_succ,leg_strikes_att,leg_strikes_succ,distance_strikes_att,distance_strikes_succ,clinch_strikes_att,clinch_strikes_succ,ground_strikes_att,ground_strikes_succ,fight_url,eventurl
Rob MacDonald,http://ufcstats.com/fighter-details/f3388d2cf7ab3f64,0,23,14,17,10,4,4,3,0,2:48,16,9,0,0,1,1,4,1,0,0,13,9,http://ufcstats.com/fight-details/282d8651ca34b7f6,http://ufcstats.com/event-details/445a98acb8985970
Kristian Rothaermel,http://ufcstats.com/fighter-details/af49a6c491ca22a3,0,19,16,6,3,3,0,0,0,0:00,3,1,1,0,2,2,4,2,2,1,0,0,http://ufcstats.com/fight-details/282d8651ca34b7f6,http://ufcstats.com/event-details/445a98acb8985970
Jorge Santiago,http://ufcstats.com/fighter-details/f8dc544e7077d014,1,20,14,15,9,1,1,0,0,1:10,14,8,1,1,0,0,2,1,3,3,10,5,http://ufcstats.com/fight-details/919c86cce0eca615,http://ufcstats.com/event-details/445a98acb8985970
Justin Levens,http://ufcstats.com/fighter-details/8c3f3c43c8ceb778,0,7,1,6,0,1,0,0,0,0:10,5,0,1,0,0,0,4,0,2,0,0,0,http://ufcstats.com/fight-details/919c86cce0eca615,http://ufcstats.com/event-details/445a98acb8985970
Kenny Florian,http://ufcstats.com/fighter-details/cb139171ed1b69fe,0,22,19,8,5,2,1,1,0,1:37,8,5,0,0,0,0,0,0,0,0,8,5,http://ufcstats.com/fight-details/7cdb56b2f207a41b,http://ufcstats.com/event-details/1dab0d1d81dd06db
Sam Stout,http://ufcstats.com/fighter-details/501b07aec9b8fc2d,0,4,0,4,0,0,0,0,0,0:00,4,0,0,0,0,0,4,0,0,0,0,0,http://ufcstats.com/fight-details/7cdb56b2f207a41b,http://ufcstats.com/event-details/1dab0d1d81dd06db
Michael Bisping,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2,2,72,52,61,41,5,4,4,0,5:29,43,25,14,13,4,3,17,9,26,19,18,13,http://ufcstats.com/fight-details/b48a211abe177846,http://ufcstats.com/event-details/1dab0d1d81dd06db
Josh Haynes,http://ufcstats.com/fighter-details/6ef58dabef8beb15,0,30,16,22,8,1,0,0,1,0:53,19,5,3,3,0,0,12,3,8,5,2,0,http://ufcstats.com/fight-details/b48a211abe177846,http://ufcstats.com/event-details/1dab0d1d81dd06db
Kendall Grove,http://ufcstats.com/fighter-details/234f3767ff0e5701,0,61,46,39,25,0,0,6,2,3:25,25,12,10,10,4,3,12,5,14,11,13,9,http://ufcstats.com/fight-details/2b95f2982b19518a,http://ufcstats.com/event-details/1dab0d1d81dd06db
Ed Herman,http://ufcstats.com/fighter-details/06f36cf4bd97ec77,0,94,68,57,33,10,5,2,1,9:45,42,20,15,13,0,0,13,3,3,2,41,28,http://ufcstats.com/fight-details/2b95f2982b19518a,http://ufcstats.com/event-details/1dab0d1d81dd06db
Keith Jardine,http://ufcstats.com/fighter-details/b9d0fd83bb8a147a,0,210,71,205,67,1,1,0,0,0:33,175,41,5,4,25,22,186,61,6,1,13,5,http://ufcstats.com/fight-details/2168b2c814faada6,http://ufcstats.com/event-details/1dab0d1d81dd06db
Wilson Gouveia,http://ufcstats.com/fighter-details/af5b208e97f5d382,0,118,51,115,48,2,1,0,0,0:29,85,21,1,1,29,26,110,46,3,0,2,2,http://ufcstats.com/fight-details/2168b2c814faada6,http://ufcstats.com/event-details/1dab0d1d81dd06db
Rory Singer,http://ufcstats.com/fighter-details/546015aa2ad945fd,0,4,2,4,2,0,0,1,0,0:00,3,1,1,1,0,0,4,2,0,0,0,0,http://ufcstats.com/fight-details/4df8efe64e83f74e,http://ufcstats.com/event-details/1dab0d1d81dd06db
Ross Pointon,http://ufcstats.com/fighter-details/7215953cd5c6254d,1,23,7,20,4,0,0,0,0,0:20,19,4,0,0,1,0,18,4,0,0,2,0,http://ufcstats.com/fight-details/4df8efe64e83f74e,http://ufcstats.com/event-details/1dab0d1d81dd06db
Kalib Starnes,http://ufcstats.com/fighter-details/c8136ab8aa32c974,0,33,25,29,21,2,1,1,0,1:41,17,10,12,11,0,0,5,2,5,5,19,14,http://ufcstats.com/fight-details/387bdcc2ca8709c1,http://ufcstats.com/event-details/1dab0d1d81dd06db
Danny Abbadi,http://ufcstats.com/fighter-details/15df64c02b6b0fde,0,12,6,9,3,0,0,0,0,0:00,8,2,1,1,0,0,5,1,4,2,0,0,http://ufcstats.com/fight-details/387bdcc2ca8709c1,http://ufcstats.com/event-details/1dab0d1d81dd06db
Luigi Fioravanti,http://ufcstats.com/fighter-details/9583662df31d943f,1,41,19,31,11,1,1,0,1,0:47,22,7,7,3,2,1,12,4,17,5,2,2,http://ufcstats.com/fight-details/5bfba809430d178b,http://ufcstats.com/event-details/1dab0d1d81dd06db
Solomon Hutcherson,http://ufcstats.com/fighter-details/155bfc7ed36622df,0,44,25,28,11,1,1,0,1,1:39,18,5,9,5,1,1,17,5,11,6,0,0,http://ufcstats.com/fight-details/5bfba809430d178b,http://ufcstats.com/event-details/1dab0d1d81dd06db
Matt Hamill,http://ufcstats.com/fighter-details/98b80a717b9bda17,0,117,93,48,33,1,1,0,0,2:55,45,30,1,1,2,2,18,9,19,16,11,8,http://ufcstats.com/fight-details/20e28ee267d9b5dc,http://ufcstats.com/event-details/1dab0d1d81dd06db
Jesse Forbes,http://ufcstats.com/fighter-details/947eccadb72f4f6f,0,28,16,21,9,0,0,0,0,0:00,15,4,4,3,2,2,19,8,2,1,0,0,http://ufcstats.com/fight-details/20e28ee267d9b5dc,http://ufcstats.com/event-details/1dab0d1d81dd06db
Mike Nickels,http://ufcstats.com/fighter-details/330ec26453c44a59,0,56,41,37,22,3,3,1,0,2:36,23,12,14,10,0,0,4,1,14,8,19,13,http://ufcstats.com/fight-details/43e5f75fe9cedafd,http://ufcstats.com/event-details/1dab0d1d81dd06db
Wes Combs,http://ufcstats.com/fighter-details/a85998eb79650b2c,0,32,17,12,4,0,0,0,0,0:01,9,3,2,0,1,1,7,2,5,2,0,0,http://ufcstats.com/fight-details/43e5f75fe9cedafd,http://ufcstats.com/event-details/1dab0d1d81dd06db
Matt Hughes,http://ufcstats.com/fighter-details/621a6c59f88a44fe,0,41,33,40,32,1,1,1,0,3:26,29,22,9,8,2,2,4,3,1,1,35,28,http://ufcstats.com/fight-details/ed3ae3852fe549d4,http://ufcstats.com/event-details/a54a35a670d8e852
Royce Gracie,http://ufcstats.com/fighter-details/429e7d3725852ce9,0,18,14,11,7,0,0,0,0,0:00,3,0,2,2,6,5,8,5,3,2,0,0,http://ufcstats.com/fight-details/ed3ae3852fe549d4,http://ufcstats.com/event-details/a54a35a670d8e852
Dean Lister,http://ufcstats.com/fighter-details/68c6cd5287b473a7,0,8,6,2,1,1,0,2,0,0:00,2,1,0,0,0,0,2,1,0,0,0,0,http://ufcstats.com/fight-details/356fdab9bc109093,http://ufcstats.com/event-details/a54a35a670d8e852
Alessio Sakara,http://ufcstats.com/fighter-details/7f955f71fa2ce7ac,0,6,4,3,1,0,0,0,0,1:50,3,1,0,0,0,0,3,1,0,0,0,0,http://ufcstats.com/fight-details/356fdab9bc109093,http://ufcstats.com/event-details/a54a35a670d8e852
Diego Sanchez,http://ufcstats.com/fighter-details/82e7929bf6c2b689,0,87,25,67,9,16,1,0,0,4:22,62,8,5,1,0,0,64,7,3,2,0,0,http://ufcstats.com/fight-details/d490c78bd5d0145a,http://ufcstats.com/event-details/a54a35a670d8e852
John Alessio,http://ufcstats.com/fighter-details/7a15f3694c5cbc02,0,63,23,57,17,0,0,1,0,0:00,54,15,1,0,2,2,55,16,2,1,0,0,http://ufcstats.com/fight-details/d490c78bd5d0145a,http://ufcstats.com/event-details/a54a35a670d8e852
Brandon Vera,http://ufcstats.com/fighter-details/fa315e6c77eee106,0,29,8,29,8,0,0,1,0,0:00,19,3,6,2,4,3,29,8,0,0,0,0,http://ufcstats.com/fight-details/c66bd50ed1e75d2b,http://ufcstats.com/event-details/a54a35a670d8e852
Assuerio Silva,http://ufcstats.com/fighter-details/e091482fa6648261,0,19,11,17,9,1,1,0,0,0:35,9,1,5,5,3,3,14,6,1,1,2,2,http://ufcstats.com/fight-details/c66bd50ed1e75d2b,http://ufcstats.com/event-details/a54a35a670d8e852
Mike Swick,http://ufcstats.com/fighter-details/9fe85152f351e737,0,13,6,12,5,0,0,1,0,0:10,7,1,2,2,3,2,9,2,3,3,0,0,http://ufcstats.com/fight-details/c409c3a5eda764ba,http://ufcstats.com/event-details/a54a35a670d8e852
Joe Riggs,http://ufcstats.com/fighter-details/d512d9f204059f57,0,5,2,4,1,2,0,0,0,0:27,3,0,0,0,1,1,3,0,1,1,0,0,http://ufcstats.com/fight-details/c409c3a5eda764ba,http://ufcstats.com/event-details/a54a35a670d8e852
Jeremy Horn,http://ufcstats.com/fighter-details/8d26912cd2aeb366,0,7,5,5,3,0,0,4,0,0:00,5,3,0,0,0,0,3,1,0,0,2,2,http://ufcstats.com/fight-details/d1b8ff290d09013b,http://ufcstats.com/event-details/a54a35a670d8e852
Chael Sonnen,http://ufcstats.com/fighter-details/48d1f690b763934c,0,52,34,18,6,3,3,0,0,5:47,17,5,1,1,0,0,2,1,0,0,16,5,http://ufcstats.com/fight-details/d1b8ff290d09013b,http://ufcstats.com/event-details/a54a35a670d8e852
Spencer Fisher,http://ufcstats.com/fighter-details/f34312c2ccfa0e00,1,58,44,39,27,0,0,0,0,1:58,20,10,13,12,6,5,9,6,19,14,11,7,http://ufcstats.com/fight-details/857365273ed2f353,http://ufcstats.com/event-details/a54a35a670d8e852
Matt Wiman,http://ufcstats.com/fighter-details/eb29176b03dfa888,0,42,29,19,10,4,1,4,0,3:24,14,7,4,2,1,1,8,1,5,4,6,5,http://ufcstats.com/fight-details/857365273ed2f353,http://ufcstats.com/event-details/a54a35a670d8e852
Gabriel Gonzaga,http://ufcstats.com/fighter-details/270b89c00ef0c55c,1,50,34,30,16,4,3,0,0,2:23,25,11,3,3,2,2,19,8,4,4,7,4,http://ufcstats.com/fight-details/3df422ea531e16c6,http://ufcstats.com/event-details/a54a35a670d8e852
Fabiano Scherner,http://ufcstats.com/fighter-details/0bc7e61d204f2137,0,41,24,25,8,1,0,0,1,0:38,20,6,5,2,0,0,14,5,10,3,1,0,http://ufcstats.com/fight-details/3df422ea531e16c6,http://ufcstats.com/event-details/a54a35a670d8e852
Melvin Guillard,http://ufcstats.com/fighter-details/ccd1299e0345e0ce,1,28,10,28,10,0,0,0,0,0:02,24,7,2,2,2,1,20,6,8,4,0,0,http://ufcstats.com/fight-details/25acf5f94667e79d,http://ufcstats.com/event-details/a54a35a670d8e852
Rick Davis,http://ufcstats.com/fighter-details/2549d63da9c456cb,0,10,5,10,5,0,0,0,0,0:00,3,2,5,2,2,1,10,5,0,0,0,0,http://ufcstats.com/fight-details/25acf5f94667e79d,http://ufcstats.com/event-details/a54a35a670d8e852
Tim Sylvia,http://ufcstats.com/fighter-details/2a542ee8a8b83559,1,30,13,30,13,0,0,0,0,0:04,30,13,0,0,0,0,24,7,0,0,6,6,http://ufcstats.com/fight-details/57a7767c4255e034,http://ufcstats.com/event-details/03688dc3c3af3ac1
Andrei Arlovski,http://ufcstats.com/fighter-details/3738e68d2261e60f,1,26,12,24,11,0,0,0,0,0:07,18,7,5,3,1,1,20,9,4,2,0,0,http://ufcstats.com/fight-details/57a7767c4255e034,http://ufcstats.com/event-details/03688dc3c3af3ac1
Sean Sherk,http://ufcstats.com/fighter-details/029880cdbf5ca089,0,198,80,155,39,19,2,0,1,3:47,146,30,5,5,4,4,90,17,65,22,0,0,http://ufcstats.com/fight-details/fef433a7cb7a2029,http://ufcstats.com/event-details/03688dc3c3af3ac1
Nick Diaz,http://ufcstats.com/fighter-details/f57a8a52ca401ed9,0,210,131,136,57,1,1,3,1,1:23,125,47,10,9,1,1,116,45,18,11,2,1,http://ufcstats.com/fight-details/fef433a7cb7a2029,http://ufcstats.com/event-details/03688dc3c3af3ac1
Tito Ortiz,http://ufcstats.com/fighter-details/2f732dd9210d301f,0,163,94,125,61,12,3,0,0,5:01,121,57,2,2,2,2,77,35,0,0,48,26,http://ufcstats.com/fight-details/5f9b063630e52778,http://ufcstats.com/event-details/03688dc3c3af3ac1
Forrest Griffin,http://ufcstats.com/fighter-details/fcffee71cff5530e,0,200,81,170,58,0,0,0,0,0:14,158,52,3,2,9,4,170,58,0,0,0,0,http://ufcstats.com/fight-details/5f9b063630e52778,http://ufcstats.com/event-details/03688dc3c3af3ac1
Evan Tanner,http://ufcstats.com/fighter-details/8f2d9ee27f206f1f,0,24,16,17,10,2,1,2,0,2:12,11,6,3,2,3,2,1,1,7,3,9,6,http://ufcstats.com/fight-details/f747fbe721cdb042,http://ufcstats.com/event-details/03688dc3c3af3ac1
Justin Levens,http://ufcstats.com/fighter-details/8c3f3c43c8ceb778,0,8,6,4,2,0,0,1,0,0:19,1,0,2,1,1,1,2,1,2,1,0,0,http://ufcstats.com/fight-details/f747fbe721cdb042,http://ufcstats.com/event-details/03688dc3c3af3ac1
Jeff Monson,http://ufcstats.com/fighter-details/cbfd1d34356a004c,0,240,154,110,32,2,2,0,0,6:09,93,16,12,11,5,5,89,16,11,10,10,6,http://ufcstats.com/fight-details/fb972da69450127f,http://ufcstats.com/event-details/03688dc3c3af3ac1
Marcio Cruz,http://ufcstats.com/fighter-details/6aa1cbc1466e9a0b,0,118,51,106,40,5,0,0,0,1:09,79,14,5,5,22,21,98,34,8,6,0,0,http://ufcstats.com/fight-details/fb972da69450127f,http://ufcstats.com/event-details/03688dc3c3af3ac1
Karo Parisyan,http://ufcstats.com/fighter-details/349aaa3da11eb587,0,41,23,30,18,3,2,0,0,4:03,28,16,2,2,0,0,2,1,0,0,28,17,http://ufcstats.com/fight-details/0a083ab881ef3a5f,http://ufcstats.com/event-details/03688dc3c3af3ac1
Nick Thompson,http://ufcstats.com/fighter-details/7d3caf0f96f1b33d,0,9,4,7,2,1,1,0,0,0:10,6,1,0,0,1,1,2,1,3,1,2,0,http://ufcstats.com/fight-details/0a083ab881ef3a5f,http://ufcstats.com/event-details/03688dc3c3af3ac1
David Terrell,http://ufcstats.com/fighter-details/4123fd4dcc1fe937,0,25,21,14,10,4,1,2,0,1:15,9,6,1,1,4,3,3,1,4,4,7,5,http://ufcstats.com/fight-details/fdafa20b7ec8cb44,http://ufcstats.com/event-details/03688dc3c3af3ac1
Scott Smith,http://ufcstats.com/fighter-details/3410cf010558dc8b,0,7,4,6,3,0,0,0,0,1:23,3,1,1,1,2,1,3,2,0,0,3,1,http://ufcstats.com/fight-details/fdafa20b7ec8cb44,http://ufcstats.com/event-details/03688dc3c3af3ac1
Jason Lambert,http://ufcstats.com/fighter-details/5be86bb2f78fef2f,0,75,66,39,31,2,0,0,0,2:47,24,16,9,9,6,6,6,0,18,17,15,14,http://ufcstats.com/fight-details/3fe41b95899316d5,http://ufcstats.com/event-details/03688dc3c3af3ac1
Terry Martin,http://ufcstats.com/fighter-details/6a92caba39b64752,0,41,29,26,15,4,1,0,0,3:35,17,6,1,1,8,8,7,2,14,9,5,4,http://ufcstats.com/fight-details/3fe41b95899316d5,http://ufcstats.com/event-details/03688dc3c3af3ac1
Thiago Alves,http://ufcstats.com/fighter-details/31ee470ef5dc8d7f,1,36,19,27,11,0,0,0,0,0:12,17,5,5,4,5,2,19,5,6,4,2,2,http://ufcstats.com/fight-details/12231c1ca2e09011,http://ufcstats.com/event-details/03688dc3c3af3ac1
Derrick Noble,http://ufcstats.com/fighter-details/21321cdfba797c52,0,53,26,45,18,0,0,0,0,0:39,34,10,6,4,5,4,27,7,18,11,0,0,http://ufcstats.com/fight-details/12231c1ca2e09011,http://ufcstats.com/event-details/03688dc3c3af3ac1
Stephan Bonnar,http://ufcstats.com/fighter-details/c6a33ff198aaaeeb,1,113,52,93,33,6,1,1,0,3:54,77,20,10,10,6,3,84,24,9,9,0,0,http://ufcstats.com/fight-details/d39ce3ecd3fbdadf,http://ufcstats.com/event-details/b361180739bed4b0
Keith Jardine,http://ufcstats.com/fighter-details/b9d0fd83bb8a147a,0,146,90,118,64,1,0,0,0,0:28,81,34,17,15,20,15,99,46,19,18,0,0,http://ufcstats.com/fight-details/d39ce3ecd3fbdadf,http://ufcstats.com/event-details/b361180739bed4b0
Rashad Evans,http://ufcstats.com/fighter-details/ee779c43a8926d52,0,95,46,72,23,11,9,0,0,9:23,67,19,5,4,0,0,58,17,10,5,4,1,http://ufcstats.com/fight-details/99eb03e6c7dc4be2,http://ufcstats.com/event-details/b361180739bed4b0
Sam Hoger,http://ufcstats.com/fighter-details/84a067c46306a737,0,113,59,72,18,1,0,2,0,0:03,54,8,17,9,1,1,65,14,7,4,0,0,http://ufcstats.com/fight-details/99eb03e6c7dc4be2,http://ufcstats.com/event-details/b361180739bed4b0
Josh Neer,http://ufcstats.com/fighter-details/d1a1314976c50bef,1,150,68,126,46,0,0,0,0,7:56,126,46,0,0,0,0,57,12,3,1,66,33,http://ufcstats.com/fight-details/d066287b31c871a6,http://ufcstats.com/event-details/b361180739bed4b0
Joe Stevenson,http://ufcstats.com/fighter-details/79899ecf62020f6d,0,117,80,56,31,2,2,3,0,2:44,37,17,10,5,9,9,34,19,6,4,16,8,http://ufcstats.com/fight-details/d066287b31c871a6,http://ufcstats.com/event-details/b361180739bed4b0
Chris Leben,http://ufcstats.com/fighter-details/d43a048a880efdff,0,259,200,90,36,7,5,0,0,9:33,68,26,18,8,4,2,17,4,51,20,22,12,http://ufcstats.com/fight-details/44a79a250fdd61cd,http://ufcstats.com/event-details/b361180739bed4b0
Luigi Fioravanti,http://ufcstats.com/fighter-details/9583662df31d943f,0,60,41,39,20,5,0,0,0,2:01,27,9,4,3,8,8,11,5,28,15,0,0,http://ufcstats.com/fight-details/44a79a250fdd61cd,http://ufcstats.com/event-details/b361180739bed4b0
Luke Cummo,http://ufcstats.com/fighter-details/93ce4ac89e3d7652,0,165,97,108,43,4,3,3,0,4:05,73,18,23,13,12,12,69,22,25,13,14,8,http://ufcstats.com/fight-details/3adae93bbf06287a,http://ufcstats.com/event-details/b361180739bed4b0
Jason Von Flue,http://ufcstats.com/fighter-details/c4b9296214f4c09c,0,69,29,57,17,9,2,1,0,4:07,46,9,8,5,3,3,43,10,12,7,2,0,http://ufcstats.com/fight-details/3adae93bbf06287a,http://ufcstats.com/event-details/b361180739bed4b0
Jon Fitch,http://ufcstats.com/fighter-details/6f018c039b4d5d80,1,149,122,50,25,4,3,1,0,5:12,41,18,6,4,3,3,14,7,18,9,18,9,http://ufcstats.com/fight-details/eeb77732d7c3389a,http://ufcstats.com/event-details/b361180739bed4b0
Joshua Burkman,http://ufcstats.com/fighter-details/6da99156486ed6c2,0,35,20,35,20,3,1,1,0,2:54,17,3,0,0,18,17,16,4,19,16,0,0,http://ufcstats.com/fight-details/eeb77732d7c3389a,http://ufcstats.com/event-details/b361180739bed4b0
Dan Christison,http://ufcstats.com/fighter-details/b369533a577fa97c,0,167,91,148,73,0,0,1,1,1:48,110,39,12,10,26,24,117,56,28,16,3,1,http://ufcstats.com/fight-details/fb1f1b0c9ef454dc,http://ufcstats.com/event-details/b361180739bed4b0
Brad Imes,http://ufcstats.com/fighter-details/4908c5ee68a50ee5,0,183,80,157,58,2,2,0,1,3:38,143,48,12,8,2,2,97,31,36,16,24,11,http://ufcstats.com/fight-details/fb1f1b0c9ef454dc,http://ufcstats.com/event-details/b361180739bed4b0
Josh Koscheck,http://ufcstats.com/fighter-details/dd37fd509af89f15,0,15,6,11,2,2,2,1,0,2:45,9,2,0,0,2,0,8,0,0,0,3,2,http://ufcstats.com/fight-details/622cada31f247f9a,http://ufcstats.com/event-details/b361180739bed4b0
Ansar Chalangov,http://ufcstats.com/fighter-details/7342fcc41a4817fa,0,4,2,4,2,0,0,1,0,0:08,4,2,0,0,0,0,4,2,0,0,0,0,http://ufcstats.com/fight-details/622cada31f247f9a,http://ufcstats.com/event-details/b361180739bed4b0
Chael Sonnen,http://ufcstats.com/fighter-details/48d1f690b763934c,0,174,109,59,25,17,7,0,0,11:02,47,17,10,6,2,2,11,3,9,5,39,17,http://ufcstats.com/fight-details/fa193b3d07c0ed9b,http://ufcstats.com/event-details/b361180739bed4b0
Trevor Prangley,http://ufcstats.com/fighter-details/f5ff7bcdcfeba3ad,0,45,29,22,7,2,0,2,0,1:10,20,5,2,2,0,0,17,5,2,1,3,1,http://ufcstats.com/fight-details/fa193b3d07c0ed9b,http://ufcstats.com/event-details/b361180739bed4b0
Rich Franklin,http://ufcstats.com/fighter-details/d897897060f10a3a,2,339,211,244,127,6,5,0,1,8:37,190,82,51,42,3,3,172,74,46,32,26,21,http://ufcstats.com/fight-details/002cb1bb411c5f60,http://ufcstats.com/event-details/0e9869d712e81f8f
David Loiseau,http://ufcstats.com/fighter-details/22e47b53e4ceb27c,1,78,26,72,21,1,1,0,0,0:15,57,11,15,10,0,0,63,17,9,4,0,0,http://ufcstats.com/fight-details/002cb1bb411c5f60,http://ufcstats.com/event-details/0e9869d712e81f8f
Mike Swick,http://ufcstats.com/fighter-details/9fe85152f351e737,0,22,13,22,13,0,0,1,0,0:49,12,4,0,0,10,9,12,4,10,9,0,0,http://ufcstats.com/fight-details/f989a1acbda0e16a,http://ufcstats.com/event-details/0e9869d712e81f8f
Steve Vigneault,http://ufcstats.com/fighter-details/6888e31ce88f5b17,0,15,8,13,6,1,0,0,0,0:13,7,1,2,1,4,4,7,1,6,5,0,0,http://ufcstats.com/fight-details/f989a1acbda0e16a,http://ufcstats.com/event-details/0e9869d712e81f8f
Georges St-Pierre,http://ufcstats.com/fighter-details/6506c1d34da9c013,0,212,135,135,59,5,4,0,0,7:25,102,38,10,7,23,14,108,46,18,7,9,6,http://ufcstats.com/fight-details/817c3b44517daa91,http://ufcstats.com/event-details/0e9869d712e81f8f
BJ Penn,http://ufcstats.com/fighter-details/73c7cfa551289285,0,156,101,85,37,1,1,1,0,0:18,76,28,8,8,1,1,71,28,14,9,0,0,http://ufcstats.com/fight-details/817c3b44517daa91,http://ufcstats.com/event-details/0e9869d712e81f8f
Nate Marquardt,http://ufcstats.com/fighter-details/a8e6a69796280f17,0,118,71,103,56,5,5,2,1,6:45,80,36,10,7,13,13,82,44,12,5,9,7,http://ufcstats.com/fight-details/00dc5354794818a7,http://ufcstats.com/event-details/0e9869d712e81f8f
Joe Doerksen,http://ufcstats.com/fighter-details/dbaaf42313af90fa,1,125,71,80,26,8,2,0,0,1:41,70,19,8,5,2,2,69,21,4,2,7,3,http://ufcstats.com/fight-details/00dc5354794818a7,http://ufcstats.com/event-details/0e9869d712e81f8f
Mark Hominick,http://ufcstats.com/fighter-details/0a97691039c4bbfb,0,67,31,58,22,0,0,1,0,0:22,49,13,6,6,3,3,45,11,13,11,0,0,http://ufcstats.com/fight-details/0cc225bf45697271,http://ufcstats.com/event-details/0e9869d712e81f8f
Yves Edwards,http://ufcstats.com/fighter-details/5f04e3d58d9ce982,0,75,21,74,20,2,1,0,0,1:10,63,10,6,5,5,5,69,17,5,3,0,0,http://ufcstats.com/fight-details/0cc225bf45697271,http://ufcstats.com/event-details/0e9869d712e81f8f
Sam Stout,http://ufcstats.com/fighter-details/501b07aec9b8fc2d,0,199,76,183,62,0,0,0,0,1:00,152,38,22,15,9,9,148,40,29,19,6,3,http://ufcstats.com/fight-details/7ba640f8b70bc685,http://ufcstats.com/event-details/0e9869d712e81f8f
Spencer Fisher,http://ufcstats.com/fighter-details/f34312c2ccfa0e00,0,172,77,148,53,9,4,3,1,4:19,116,31,24,15,8,7,116,36,18,12,14,5,http://ufcstats.com/fight-details/7ba640f8b70bc685,http://ufcstats.com/event-details/0e9869d712e81f8f
Jason Lambert,http://ufcstats.com/fighter-details/5be86bb2f78fef2f,1,24,13,16,7,2,1,1,0,1:00,14,5,1,1,1,1,7,2,7,4,2,1,http://ufcstats.com/fight-details/7ca8095148c23b71,http://ufcstats.com/event-details/0e9869d712e81f8f
Rob MacDonald,http://ufcstats.com/fighter-details/f3388d2cf7ab3f64,0,9,3,9,3,0,0,0,0,0:20,9,3,0,0,0,0,4,1,5,2,0,0,http://ufcstats.com/fight-details/7ca8095148c23b71,http://ufcstats.com/event-details/0e9869d712e81f8f
Tom Murphy,http://ufcstats.com/fighter-details/62918a2118de08b2,0,100,82,42,30,7,6,2,0,8:11,42,30,0,0,0,0,4,0,7,4,31,26,http://ufcstats.com/fight-details/82a5e1bba6b843be,http://ufcstats.com/event-details/0e9869d712e81f8f
Icho Larenas,http://ufcstats.com/fighter-details/49efbdc6c9f650c4,0,29,15,13,2,0,0,0,0,0:00,11,1,1,1,1,0,9,0,4,2,0,0,http://ufcstats.com/fight-details/82a5e1bba6b843be,http://ufcstats.com/event-details/0e9869d712e81f8f
Chuck Liddell,http://ufcstats.com/fighter-details/a390eb8a9b2df298,1,59,27,51,19,0,0,0,0,0:00,49,18,1,0,1,1,46,14,1,1,4,4,http://ufcstats.com/fight-details/0e94e0a8c2130cea,http://ufcstats.com/event-details/977081bc01197656
Randy Couture,http://ufcstats.com/fighter-details/0aa92558424ced9e,0,24,7,24,7,3,1,0,0,0:56,23,6,0,0,1,1,23,6,1,1,0,0,http://ufcstats.com/fight-details/0e94e0a8c2130cea,http://ufcstats.com/event-details/977081bc01197656
Brandon Vera,http://ufcstats.com/fighter-details/fa315e6c77eee106,1,10,7,10,7,0,0,0,0,0:11,4,3,3,2,3,2,7,4,2,2,1,1,http://ufcstats.com/fight-details/235e4c69d5d945e8,http://ufcstats.com/event-details/977081bc01197656
Justin Eilers,http://ufcstats.com/fighter-details/27fc9218a3653e3c,0,11,8,7,4,0,0,0,0,0:35,3,0,0,0,4,4,3,0,4,4,0,0,http://ufcstats.com/fight-details/235e4c69d5d945e8,http://ufcstats.com/event-details/977081bc01197656
Marcio Cruz,http://ufcstats.com/fighter-details/6aa1cbc1466e9a0b,0,87,72,44,31,2,1,0,0,3:37,35,22,9,9,0,0,6,1,0,0,38,30,http://ufcstats.com/fight-details/44592a74cda71275,http://ufcstats.com/event-details/977081bc01197656
Frank Mir,http://ufcstats.com/fighter-details/1ff9589f9065a9ed,0,9,6,6,3,1,1,0,0,0:15,3,0,3,3,0,0,3,0,2,2,1,1,http://ufcstats.com/fight-details/44592a74cda71275,http://ufcstats.com/event-details/977081bc01197656
Renato Sobral,http://ufcstats.com/fighter-details/d468288756ae3982,0,14,11,12,9,1,0,1,1,1:36,3,1,2,1,7,7,3,2,7,6,2,1,http://ufcstats.com/fight-details/357f438c15e1326f,http://ufcstats.com/event-details/977081bc01197656
Mike van Arsdale,http://ufcstats.com/fighter-details/2ee09ec2a0695eb9,0,6,3,4,1,1,0,0,0,0:14,4,1,0,0,0,0,4,1,0,0,0,0,http://ufcstats.com/fight-details/357f438c15e1326f,http://ufcstats.com/event-details/977081bc01197656
Joe Riggs,http://ufcstats.com/fighter-details/d512d9f204059f57,0,135,69,116,51,8,3,0,0,2:05,105,42,11,9,0,0,70,28,40,21,6,2,http://ufcstats.com/fight-details/d9499d55f9f53112,http://ufcstats.com/event-details/977081bc01197656
Nick Diaz,http://ufcstats.com/fighter-details/f57a8a52ca401ed9,1,200,126,106,38,7,0,1,0,3:22,82,23,17,10,7,5,68,15,34,21,4,2,http://ufcstats.com/fight-details/d9499d55f9f53112,http://ufcstats.com/event-details/977081bc01197656
